employee_id,position,experience_years,macro_domains,micro_domains,skill_PHP,skill_Python,skill_JavaScript,skill_TypeScript,skill_Go,skill_Rust,skill_C#,skill_C++,skill_Java,skill_Kotlin,skill_Swift,skill_Ruby,skill_Dart,skill_Lua,skill_R,skill_Laravel,skill_React,skill_Vue.js,skill_Next.js,skill_Nuxt.js,skill_Angular,skill_Svelte,skill_Django,skill_FastAPI,skill_Flask,skill_Spring Boot,skill_Ruby on Rails,skill_Express.js,skill_NestJS,skill_Flutter,skill_React Native,skill_Android (Native),skill_iOS (Native),skill_PostgreSQL,skill_MySQL,skill_SQLite,skill_MongoDB,skill_Redis,skill_Elasticsearch,skill_Firebase,skill_Supabase,skill_Pinecone,skill_Milvus,skill_ChromaDB,skill_Docker,skill_Kubernetes,skill_Git,skill_AWS,skill_Google Cloud,skill_Azure,skill_Cloudflare,skill_Terraform,skill_Nginx,skill_Linux,skill_MLflow,skill_Ollama,skill_Unity,skill_Unreal Engine,skill_Godot,skill_Figma,skill_Adobe XD,skill_Blender,skill_Photoshop,skill_PHPUnit,skill_Jest,skill_Cypress,skill_Selenium,skill_Pest,skill_TensorFlow,skill_PyTorch,skill_scikit-learn,skill_Pandas,skill_NumPy,skill_LangChain,skill_LlamaIndex,skill_Hugging Face,skill_Keras,skill_Strategic Leadership,skill_Business Development,skill_Financial Management,skill_Project Management,skill_Academic Research,skill_Partnership Management,skill_Digital Marketing,skill_Legal & Compliance,skill_REST APIs,skill_GraphQL,skill_gRPC,skill_WebSockets,skill_OpenAI API,skill_Anthropic API,skill_ElevenLabs API,skill_Hugging Face APIs,skill_Stripe API,skill_Twilio API,skill_OAuth / Auth0,availability_status,days_until_free,concurrent_tasks_count,daily_update_compliance_rate,individual_task_throughput
41,Backend Developer,12,"[0, 1, 0, 1, 0, 0, 0, 0]","Microservices & API Architecture,Database Architecture,Multi-Tenant SaaS Architecture,CI/CD Pipeline Design",5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,5,0,5,4,0,3,3,4,4,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,0,0,3,0,4,Busy,14,5,0.97,0.82
42,Product Design Engineer,3,"[0, 0, 0, 0, 0, 1, 0, 0]","User Interface Design (Figma),UX Research & Wireframing,Motion Design & Animation,Conversational UI/UX Design",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.77,1.1
43,Data Engineer,4,"[0, 0, 1, 1, 0, 0, 0, 0]","Data Pipeline Engineering,MLOps & Model Deployment,Cloud Deployment (AWS/GCP/Azure),Machine Learning (Supervised & Unsupervised)",0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,2,0,3,3,0,0,0,0,3,0,0,0,3,2,2,0,0,0,0,3,0,0,0,Busy,3,1,0.83,0.97
44,MLOps Engineer,8,"[0, 0, 1, 1, 0, 0, 0, 0]","MLOps & Model Deployment,AI Agent Orchestration (LangChain),Cloud Deployment (AWS/GCP/Azure),CI/CD Pipeline Design",0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,4,4,0,0,4,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,5,4,4,4,0,0,0,0,3,0,0,0,4,0,0,0,4,3,0,4,0,0,0,Available,0,0,0.92,0.88
45,Full Stack Developer,5,"[0, 1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,E-Commerce Systems,Portal & Dashboard Development,Database Architecture",3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,2,0,2,0,3,2,0,0,0,2,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,2,Busy,5,2,0.85,0.98
46,Hardware / Embedded Engineer,8,"[0, 0, 0, 0, 1, 0, 0, 0]","Microcontroller Programming (Arduino/ESP32),PCB Design & Prototyping,Sensor Integration & IoT,Robotics & Actuator Control",0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,Available,0,0,0.87,0.96
47,Frontend Developer,8,"[0, 1, 0, 0, 0, 1, 0, 0]","Portal & Dashboard Development,User Interface Design (Figma),Motion Design & Animation,Real-Time Web (WebSockets)",0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,5,4,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,3,Busy,8,3,0.9,0.92
48,Backend Developer,2,"[0, 1, 0, 0, 0, 0, 0, 0]","Microservices & API Architecture,Database Architecture,E-Commerce Systems,Real-Time Web (WebSockets)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,2,2,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,2,Available,0,0,0.75,1.08
49,Research Analyst,2,"[0, 0, 1, 0, 0, 0, 0, 0]","Algorithm Evaluation & Benchmarking,Machine Learning (Supervised & Unsupervised),Natural Language Processing & Computer Vision,Data Pipeline Engineering",0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,0,0,2,2,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,2,0,0,0,Available,0,0,0.78,1.05
50,Game Developer,4,"[0, 0, 0, 0, 0, 0, 0, 1]","Unity / Unreal / Godot Development,Game Physics & Netcode,Interactive 3D Environments,Procedural Content Generation",0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,5,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,3,1,0.79,1.08
51,Mobile Developer,9,"[0, 0, 0, 0, 0, 1, 1, 0]","Native iOS (Swift/SwiftUI),Flutter / React Native (Cross-Platform),Offline-First Mobile Architecture,Native Android (Kotlin)",0,0,2,3,0,0,0,0,0,4,5,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,0,0,2,3,2,0,4,3,0,0,0,3,0,4,3,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,Available,0,0,0.9,0.93
52,Product Engineer,6,"[1, 1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,E-Commerce Systems,Product Roadmap Architecture,Multi-Tenant SaaS Architecture",4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,4,2,0,0,2,0,2,3,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,3,0,3,Busy,7,2,0.87,0.97
53,DevSecOps,6,"[0, 0, 0, 1, 0, 0, 0, 0]","DevSecOps & Continuous Security,Infrastructure as Code (Terraform),Cloud Deployment (AWS/GCP/Azure),CI/CD Pipeline Design",0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,3,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,3,Busy,9,3,0.93,0.88
54,Full Stack Developer,7,"[0, 1, 0, 0, 0, 1, 0, 0]","Full-Stack Development,Portal & Dashboard Development,User Interface Design (Figma),E-Commerce Systems",3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,2,0,2,0,3,2,0,0,0,3,0,4,2,0,0,0,0,2,3,0,0,0,0,0,4,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,3,Available,0,0,0.88,0.98
55,Hardware-in-the-Loop (HIL) Engineer,4,"[0, 0, 0, 0, 1, 0, 0, 0]","Hardware-in-the-Loop (HIL) Testing,Robotics & Actuator Control,Sensor Integration & IoT,Microcontroller Programming (Arduino/ESP32)",0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,Available,0,0,0.82,0.98
56,AI Solutions Architect,7,"[0, 1, 1, 1, 0, 0, 0, 0]","RAG (Retrieval-Augmented Generation),LLM Fine-Tuning & Prompt Engineering,Multi-Tenant SaaS Architecture,AI Agent Orchestration (LangChain)",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,5,3,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,4,5,5,5,4,0,0,0,0,0,0,0,0,5,3,0,0,5,4,3,4,0,0,3,Busy,10,3,0.95,0.87
57,Data Scientist,9,"[0, 0, 1, 0, 0, 0, 0, 0]","Machine Learning (Supervised & Unsupervised),LLM Fine-Tuning & Prompt Engineering,Algorithm Evaluation & Benchmarking,Natural Language Processing & Computer Vision",0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,4,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,3,5,5,0,0,0,0,4,0,0,0,4,3,0,0,4,3,0,4,0,0,0,Busy,8,3,0.94,0.86
58,QA Automation Engineer,3,"[0, 1, 0, 0, 0, 0, 0, 0]","Portal & Dashboard Development,Full-Stack Development,Microservices & API Architecture,E-Commerce Systems",0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,Available,0,0,0.8,1.05
59,Mobile Developer,3,"[0, 0, 0, 0, 0, 0, 1, 0]","Flutter / React Native (Cross-Platform),Native Android (Kotlin),Offline-First Mobile Architecture,Native iOS (Swift/SwiftUI)",0,0,2,2,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,0,0,2,2,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,Available,0,0,0.78,1.05
60,Solutions Architect,11,"[0, 1, 0, 1, 0, 0, 0, 0]","Multi-Tenant SaaS Architecture,Microservices & API Architecture,Cloud Deployment (AWS/GCP/Azure),CI/CD Pipeline Design",4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,4,5,5,4,4,4,5,4,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,4,3,0,0,0,3,0,3,0,4,Busy,13,4,0.96,0.84
61,Research Scientist,6,"[0, 0, 1, 0, 0, 0, 0, 0]","Machine Learning (Supervised & Unsupervised),Natural Language Processing & Computer Vision,Algorithm Evaluation & Benchmarking,Data Pipeline Engineering",0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,3,3,4,4,0,0,0,0,4,0,0,0,3,2,0,0,3,2,0,4,0,0,0,Available,0,0,0.88,0.92
62,Game Developer,2,"[0, 0, 0, 0, 0, 0, 0, 1]","Unity / Unreal / Godot Development,Game Physics & Netcode,Procedural Content Generation,Interactive 3D Environments",0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.74,1.12
63,Data Engineer,8,"[0, 0, 1, 1, 0, 0, 0, 0]","Data Pipeline Engineering,MLOps & Model Deployment,Cloud Deployment (AWS/GCP/Azure),AI Agent Orchestration (LangChain)",0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,0,0,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,4,4,4,4,0,0,0,0,3,0,0,0,4,3,0,0,3,0,0,4,0,0,0,Busy,9,3,0.92,0.89
64,Frontend Developer,4,"[0, 1, 0, 0, 0, 0, 0, 0]","Portal & Dashboard Development,E-Commerce Systems,Real-Time Web (WebSockets),Full-Stack Development",0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,2,Available,0,0,0.82,1.02
65,Backend Developer,6,"[0, 1, 0, 0, 0, 0, 0, 0]","Microservices & API Architecture,Database Architecture,GraphQL API Design,Real-Time Web (WebSockets)",0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,0,0,0,0,4,3,2,2,4,0,0,2,0,0,0,3,0,4,3,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,0,0,0,3,Busy,5,2,0.86,1.0
66,Full Stack Developer,11,"[0, 1, 0, 1, 0, 0, 0, 0]","Full-Stack Development,Multi-Tenant SaaS Architecture,CI/CD Pipeline Design,Database Architecture",4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,4,3,5,4,3,0,3,3,3,4,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,3,0,3,Busy,10,3,0.93,0.88
67,AI / ML Engineer,3,"[0, 0, 1, 0, 0, 0, 0, 0]","Machine Learning (Supervised & Unsupervised),Natural Language Processing & Computer Vision,RAG (Retrieval-Augmented Generation),Vector Databases (Pinecone/Milvus)",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,2,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,2,0,0,0,3,0,0,0,3,2,0,3,0,0,2,Available,0,0,0.83,1.0
68,Product Design Engineer,7,"[1, 0, 0, 0, 0, 1, 0, 0]","User Interface Design (Figma),System Mechanics Planning,Motion Design & Animation,UX Research & Wireframing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Busy,4,2,0.87,0.97
69,MLOps Engineer,3,"[0, 0, 1, 1, 0, 0, 0, 0]","MLOps & Model Deployment,CI/CD Pipeline Design,Cloud Deployment (AWS/GCP/Azure),Data Pipeline Engineering",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,4,3,2,0,0,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,2,0,0,0,3,0,0,0,2,2,0,2,0,0,0,Available,0,0,0.82,0.98
70,Solutions Architect,7,"[0, 1, 0, 1, 0, 0, 0, 0]","Multi-Tenant SaaS Architecture,Microservices & API Architecture,CI/CD Pipeline Design,Cloud Deployment (AWS/GCP/Azure)",3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,4,3,5,4,3,3,3,4,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,Busy,7,2,0.91,0.9
71,Research Analyst,5,"[0, 0, 1, 0, 0, 0, 0, 0]","Machine Learning (Supervised & Unsupervised),Algorithm Evaluation & Benchmarking,Natural Language Processing & Computer Vision,Vector Databases (Pinecone/Milvus)",0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,2,2,3,3,0,0,0,0,4,0,0,0,3,2,0,0,3,2,0,3,0,0,0,Available,0,0,0.83,1.02
72,Business Analyst,4,"[1, 1, 0, 0, 0, 0, 0, 0]","Requirements Gathering & Business Analysis,Market Viability & User Research,E-Commerce Systems,Third-Party API Integrations (Stripe, Twilio)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,2,3,0,3,0,0,0,0,0,0,0,3,2,2,Available,0,0,0.82,1.03
73,DevOps Engineer,10,"[0, 0, 0, 1, 0, 0, 0, 0]","Cloud Deployment (AWS/GCP/Azure),CI/CD Pipeline Design,Containerization (Docker/Kubernetes),MLOps & Model Deployment",0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,4,5,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,Busy,8,3,0.96,0.85
74,Full Stack Developer,4,"[0, 1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,Portal & Dashboard Development,Database Architecture,E-Commerce Systems",3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,2,0,2,0,3,0,0,0,0,2,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,2,Busy,4,1,0.8,1.06
75,Hardware / Embedded Engineer,3,"[0, 0, 0, 0, 1, 0, 0, 0]","Microcontroller Programming (Arduino/ESP32),Sensor Integration & IoT,PCB Design & Prototyping,Robotics & Actuator Control",0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,Out of Office,3,0,0.75,1.15
76,QA Automation Engineer,8,"[0, 1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,Portal & Dashboard Development,Microservices & API Architecture,Database Architecture",3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2,0,3,0,0,0,0,0,0,3,Available,0,0,0.92,0.95
77,Product Engineer,8,"[1, 1, 0, 1, 0, 0, 0, 0]","Full-Stack Development,Multi-Tenant SaaS Architecture,CI/CD Pipeline Design,Product Roadmap Architecture",4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,4,0,5,3,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,0,3,Busy,6,2,0.89,0.96
78,Data Scientist,3,"[0, 0, 1, 0, 0, 0, 0, 0]","Machine Learning (Supervised & Unsupervised),Data Pipeline Engineering,Natural Language Processing & Computer Vision,Algorithm Evaluation & Benchmarking",0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,2,0,3,3,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,2,0,0,0,Available,0,0,0.78,1.08
79,Backend Developer,10,"[0, 1, 0, 1, 0, 0, 0, 0]","Microservices & API Architecture,Multi-Tenant SaaS Architecture,Database Architecture,CI/CD Pipeline Design",5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,5,0,5,5,0,0,3,4,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,3,4,0,0,0,0,3,0,4,Busy,15,5,0.98,0.81
80,Technical Product Manager,9,"[1, 1, 0, 0, 0, 0, 0, 0]","Product Roadmap Architecture,Agile / Scrum Sprint Planning,Multi-Tenant SaaS Architecture,Technical Documentation & PRDs",0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,Available,0,0,0.93,0.9
81,Game Developer,11,"[0, 0, 0, 0, 0, 1, 0, 1]","Unity / Unreal / Godot Development,Game Physics & Netcode,Interactive 3D Environments,Motion Design & Animation",0,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,5,4,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,7,2,0.85,1.03
82,Full Stack Developer,2,"[0, 1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,Portal & Dashboard Development,Database Architecture,E-Commerce Systems",2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,Available,0,0,0.75,1.12
83,DevSecOps,11,"[0, 0, 0, 1, 0, 0, 0, 0]","DevSecOps & Continuous Security,Cloud Deployment (AWS/GCP/Azure),Infrastructure as Code (Terraform),MLOps & Model Deployment",0,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,0,4,0,0,0,0,0,0,0,3,Busy,12,4,0.97,0.83
