assignment_id,employee_id,task_id,sprint_id,is_fit,completion_delay_days
4305,3,2337,12,0,19
4306,81,2338,12,0,9
4307,41,2339,12,1,3
4308,15,2339,12,1,6
4309,18,2339,12,0,18
4310,82,2339,12,1,7
4311,13,2340,12,1,2
4312,60,2341,12,1,0
4313,46,2342,12,0,10
4314,56,2342,12,0,19
4315,69,2343,12,1,4
4316,85,2343,12,1,6
4317,99,2343,12,1,1
4318,2,2344,12,1,-3
4319,99,2345,12,1,-1
4320,45,2346,12,1,-1
4321,57,2347,12,1,2
4322,21,2347,12,0,9
4323,8,2348,12,1,3
4324,56,2348,12,1,-2
4325,60,2349,12,0,20
4326,86,2349,12,1,4
4327,64,2349,12,0,23
4328,99,2349,12,1,1
4329,40,2350,12,1,6
4330,88,2350,12,0,20
4331,23,2351,12,0,6
4332,2,2352,12,1,0
4333,61,2352,12,1,-2
4334,18,2353,12,1,6
4335,44,2353,12,0,26
4336,58,2353,12,1,1
4337,8,2354,12,1,2
4338,80,2355,12,0,12
4339,57,2356,12,1,0
4340,28,2357,12,0,15
4341,3,2357,12,0,14
4342,98,2358,12,1,-1
4343,32,2359,12,0,18
4344,73,2360,12,0,29
4345,15,2360,12,0,20
4346,98,2361,12,1,3
4347,8,2361,12,1,-1
4348,87,2361,12,1,-1
4349,82,2361,12,1,6
4350,3,2362,12,1,-1
4351,56,2363,12,1,4
4352,59,2363,12,1,2
4353,33,2364,12,0,13
4354,1,2364,12,1,5
4355,19,2364,12,1,4
4356,7,2364,12,1,2
4357,66,2365,12,1,6
4358,52,2365,12,1,1
4359,84,2366,12,0,5
4360,32,2367,12,0,9
4361,94,2368,12,1,3
4362,48,2368,12,1,7
4363,25,2369,12,1,-1
4364,12,2369,12,1,0
4365,37,2369,12,1,3
4366,19,2370,12,0,24
4367,72,2370,12,0,25
4368,22,2370,12,0,18
4369,38,2370,12,0,21
4370,58,2371,12,1,0
4371,82,2372,12,1,-1
4372,33,2372,12,0,8
4373,38,2373,12,1,1
4374,84,2374,12,0,23
4375,23,2374,12,1,7
4376,5,2374,12,1,5
4377,25,2375,12,0,18
4378,55,2376,12,0,25
4379,96,2376,12,0,24
4380,60,2376,12,1,4
4381,41,2377,12,1,0
4382,18,2378,12,1,3
4383,26,2379,12,1,3
4384,48,2380,12,1,0
4385,74,2380,12,1,7
4386,54,2381,12,0,13
4387,39,2381,12,1,-1
4388,49,2381,12,0,30
4389,48,2381,12,1,3
4390,94,2382,12,1,1
4391,11,2382,12,1,5
4392,30,2382,12,0,18
4393,33,2383,12,1,0
4394,55,2383,12,1,3
4395,26,2384,12,1,0
4396,79,2385,12,0,21
4397,89,2385,12,1,3
4398,41,2385,12,0,20
4399,77,2386,12,0,9
4400,84,2386,12,1,2
4401,80,2387,12,1,1
4402,16,2388,12,1,2
4403,45,2388,12,0,16
4404,71,2389,12,1,5
4405,30,2389,12,1,4
4406,41,2390,12,1,-3
4407,87,2391,12,0,11
4408,4,2391,12,1,4
4409,47,2392,12,1,1
4410,24,2393,12,1,0
4411,8,2393,12,1,-1
4412,45,2394,12,1,1
4413,3,2395,12,1,1
4414,2,2395,12,1,1
4415,41,2396,12,1,1
4416,60,2397,12,1,3
4417,30,2397,12,1,0
4418,94,2397,12,0,18
4419,86,2397,12,0,25
4420,19,2398,12,0,14
4421,91,2398,12,0,30
4422,96,2399,12,1,2
4423,3,2399,12,0,12
4424,64,2399,12,0,14
4425,93,2400,12,1,-3
4426,61,2401,13,0,6
4427,69,2401,13,1,3
4428,2,2402,13,0,18
4429,78,2403,13,1,4
4430,32,2404,13,1,0
4431,86,2404,13,1,3
4432,50,2405,13,0,9
4433,87,2406,13,1,1
4434,94,2406,13,1,-1
4435,56,2406,13,1,7
4436,15,2407,13,1,3
4437,81,2407,13,1,-1
4438,53,2408,13,1,5
4439,29,2409,13,1,2
4440,97,2410,13,1,2
4441,15,2410,13,1,5
4442,40,2410,13,1,7
4443,36,2410,13,1,1
4444,20,2411,13,0,18
4445,79,2411,13,1,7
4446,44,2412,13,0,3
4447,91,2413,13,1,2
4448,39,2414,13,1,2
4449,73,2415,13,0,20
4450,18,2415,13,1,5
4451,3,2416,13,1,4
4452,91,2416,13,1,2
4453,69,2416,13,1,3
4454,35,2416,13,1,5
4455,78,2417,13,0,29
4456,52,2417,13,0,21
4457,92,2418,13,1,1
4458,61,2419,13,1,1
4459,99,2420,13,1,0
4460,83,2420,13,1,1
4461,15,2420,13,1,-1
4462,65,2421,13,0,7
4463,96,2422,13,1,0
4464,31,2423,13,1,-2
4465,81,2424,13,0,30
4466,64,2424,13,0,24
4467,20,2425,13,1,-1
4468,88,2425,13,1,1
4469,13,2426,13,1,-2
4470,29,2427,13,1,7
4471,100,2427,13,1,3
4472,66,2427,13,1,4
4473,81,2427,13,0,24
4474,38,2428,13,1,-2
4475,50,2428,13,0,9
4476,5,2429,13,1,2
4477,5,2430,13,1,3
4478,22,2431,13,1,2
4479,72,2431,13,0,11
4480,78,2432,13,0,19
4481,27,2432,13,0,23
4482,11,2433,13,0,13
4483,24,2434,13,1,5
4484,3,2434,13,1,1
4485,54,2435,13,1,1
4486,16,2436,13,1,2
4487,37,2437,13,0,28
4488,53,2437,13,0,24
4489,92,2437,13,1,7
4490,84,2438,13,1,6
4491,24,2438,13,1,3
4492,72,2438,13,1,-1
4493,18,2439,13,0,12
4494,74,2439,13,0,13
4495,30,2440,13,1,7
4496,14,2440,13,1,1
4497,50,2440,13,1,1
4498,9,2440,13,0,17
4499,56,2441,13,1,7
4500,11,2441,13,1,4
4501,74,2441,13,0,12
4502,13,2441,13,1,4
4503,51,2442,13,1,1
4504,3,2442,13,1,1
4505,17,2443,13,1,7
4506,38,2443,13,1,4
4507,99,2443,13,1,3
4508,52,2444,13,1,-2
4509,3,2444,13,0,17
4510,79,2445,13,1,3
4511,71,2446,13,1,-1
4512,25,2447,13,1,7
4513,88,2447,13,1,-1
4514,61,2448,13,0,17
4515,42,2448,13,1,3
4516,3,2449,13,0,11
4517,73,2450,13,0,29
4518,15,2450,13,0,27
4519,50,2450,13,1,6
4520,72,2451,13,1,-1
4521,54,2451,13,1,6
4522,79,2451,13,1,5
4523,5,2452,13,0,22
4524,6,2452,13,1,4
4525,10,2452,13,1,7
4526,54,2453,13,1,-1
4527,68,2454,13,1,1
4528,26,2455,13,1,0
4529,46,2455,13,0,18
4530,28,2456,13,1,5
4531,82,2456,13,1,5
4532,3,2456,13,0,29
4533,82,2457,13,1,7
4534,95,2457,13,1,0
4535,43,2457,13,0,11
4536,2,2457,13,1,-1
4537,78,2458,13,1,-2
4538,95,2458,13,0,10
4539,4,2459,13,1,5
4540,83,2459,13,1,1
4541,27,2460,13,0,14
4542,73,2460,13,1,4
4543,38,2461,13,1,4
4544,47,2462,13,0,15
4545,24,2462,13,0,16
4546,28,2463,13,1,-2
4547,67,2464,13,0,8
4548,70,2465,13,0,9
4549,90,2466,13,0,11
4550,39,2466,13,1,3
4551,95,2467,13,1,-1
4552,23,2467,13,1,2
4553,87,2467,13,0,21
4554,58,2467,13,1,1
4555,96,2468,13,0,6
4556,99,2469,13,1,7
4557,63,2469,13,1,7
4558,60,2469,13,1,-1
4559,70,2470,13,0,14
4560,28,2470,13,1,2
4561,94,2471,13,1,-2
4562,54,2472,13,0,19
4563,45,2472,13,1,1
4564,90,2473,13,1,3
4565,40,2474,13,1,2
4566,2,2474,13,0,13
4567,18,2474,13,1,6
4568,75,2474,13,0,13
4569,24,2475,13,0,16
4570,43,2475,13,1,5
4571,90,2476,13,1,5
4572,67,2476,13,1,0
4573,82,2477,13,1,3
4574,24,2477,13,0,7
4575,2,2478,13,1,-2
4576,77,2479,13,0,10
4577,71,2479,13,0,20
4578,19,2480,13,1,5
4579,22,2480,13,1,6
4580,93,2480,13,1,3
4581,83,2480,13,1,0
4582,81,2481,13,1,4
4583,82,2481,13,1,-1
4584,74,2481,13,1,0
4585,33,2481,13,0,26
4586,89,2482,13,1,7
4587,19,2482,13,1,-1
4588,47,2482,13,1,5
4589,49,2483,13,1,7
4590,23,2483,13,1,2
4591,23,2484,13,1,-1
4592,11,2485,13,0,19
4593,51,2485,13,1,7
4594,50,2486,13,0,16
4595,75,2487,13,1,4
4596,92,2488,13,1,-1
4597,21,2489,13,1,3
4598,90,2490,13,0,19
4599,91,2490,13,0,14
4600,68,2491,13,1,0
4601,62,2492,13,1,4
4602,87,2492,13,0,16
4603,26,2492,13,1,1
4604,7,2492,13,0,18
4605,71,2493,13,1,3
4606,82,2494,13,1,-1
4607,82,2495,13,1,0
4608,26,2496,13,0,7
4609,95,2497,13,1,7
4610,47,2497,13,1,7
4611,55,2498,13,0,26
4612,71,2498,13,1,-1
4613,49,2498,13,1,4
4614,74,2498,13,0,13
4615,63,2499,13,1,-1
4616,37,2499,13,1,0
4617,9,2500,13,1,5
4618,68,2500,13,1,0
4619,54,2501,13,0,29
4620,51,2501,13,0,22
4621,93,2501,13,0,19
4622,25,2502,13,0,16
4623,49,2502,13,0,19
4624,69,2503,13,1,5
4625,45,2503,13,1,2
4626,80,2503,13,1,0
4627,51,2504,13,1,2
4628,76,2504,13,0,16
4629,68,2505,13,1,1
4630,60,2505,13,1,5
4631,85,2506,13,0,27
4632,86,2506,13,1,5
4633,64,2506,13,0,24
4634,36,2507,13,0,3
4635,25,2508,13,1,-2
4636,93,2509,13,0,14
4637,5,2510,13,0,26
4638,50,2510,13,1,7
4639,87,2510,13,0,19
4640,71,2511,13,1,-1
4641,90,2511,13,1,4
4642,12,2512,13,1,0
4643,36,2513,13,0,12
4644,80,2513,13,0,22
4645,22,2513,13,1,4
4646,64,2514,13,1,3
4647,85,2515,13,1,1
4648,49,2515,13,0,26
4649,52,2516,13,1,2
4650,83,2516,13,0,22
4651,85,2517,13,1,-1
4652,67,2517,13,0,15
4653,4,2517,13,1,2
4654,64,2518,13,1,4
4655,31,2519,13,1,2
4656,100,2519,13,1,2
4657,96,2519,13,1,4
4658,97,2519,13,0,10
4659,55,2520,13,1,2
4660,7,2521,13,1,-3
4661,66,2522,13,1,1
4662,92,2522,13,1,5
4663,100,2523,13,0,3
4664,84,2524,13,1,5
4665,98,2524,13,1,2
4666,5,2525,13,0,20
4667,88,2526,13,1,1
4668,74,2526,13,1,7
4669,30,2527,13,1,5
4670,76,2527,13,1,-2
4671,15,2528,13,1,2
4672,84,2528,13,1,2
4673,14,2529,13,1,-2
4674,42,2530,13,1,1
4675,54,2530,13,1,5
4676,92,2530,13,1,7
4677,72,2531,13,0,12
4678,27,2531,13,1,-1
4679,99,2531,13,1,2
4680,73,2531,13,0,17
4681,95,2532,13,0,22
4682,66,2532,13,1,2
4683,92,2532,13,1,7
4684,7,2532,13,1,3
4685,17,2533,13,0,5
4686,48,2534,13,1,-2
4687,22,2534,13,0,7
4688,45,2535,13,1,0
4689,5,2535,13,1,7
4690,72,2535,13,1,1
4691,47,2536,13,0,20
4692,99,2536,13,1,-2
4693,47,2537,13,0,13
4694,81,2537,13,1,3
4695,83,2537,13,1,5
4696,39,2537,13,1,7
4697,73,2538,13,0,24
4698,65,2538,13,1,5
4699,86,2539,13,1,3
4700,67,2540,13,1,3
4701,57,2540,13,1,3
4702,51,2541,13,0,6
4703,63,2542,13,0,13
4704,41,2542,13,0,11
4705,56,2542,13,1,6
4706,64,2543,13,1,-1
4707,40,2543,13,1,-1
4708,11,2544,13,1,2
4709,25,2545,13,1,0
4710,100,2545,13,1,4
4711,32,2546,13,0,13
4712,4,2546,13,1,5
4713,71,2546,13,1,0
4714,74,2547,13,1,5
4715,5,2547,13,0,29
4716,99,2547,13,0,27
4717,54,2548,13,1,2
4718,57,2548,13,1,-2
4719,21,2549,13,1,2
4720,82,2549,13,1,7
4721,67,2549,13,1,3
4722,55,2549,13,1,3
4723,63,2550,13,0,29
4724,25,2550,13,0,30
4725,72,2550,13,1,0
4726,70,2551,13,1,5
4727,91,2552,13,0,3
4728,86,2553,13,0,22
4729,70,2553,13,0,25
4730,37,2553,13,1,1
4731,25,2554,13,1,-1
4732,6,2555,13,1,5
4733,100,2555,13,1,5
4734,21,2556,13,1,1
4735,94,2557,13,1,1
4736,3,2557,13,1,2
4737,72,2557,13,0,11
4738,42,2558,13,1,2
4739,7,2559,13,1,-2
4740,77,2560,13,0,20
4741,26,2560,13,1,3
4742,88,2561,13,1,5
4743,47,2561,13,0,6
4744,31,2562,13,1,1
4745,5,2563,13,1,3
4746,95,2564,13,0,12
4747,72,2565,13,1,-2
4748,64,2566,13,1,1
4749,30,2567,13,1,5
4750,9,2567,13,0,17
4751,20,2567,13,0,16
4752,78,2568,13,1,3
4753,9,2568,13,1,4
4754,14,2568,13,1,4
4755,89,2569,13,0,12
4756,77,2569,13,1,0
4757,53,2570,13,1,1
4758,56,2571,13,0,7
4759,98,2572,13,0,14
4760,58,2573,13,0,14
4761,2,2573,13,1,4
4762,13,2574,13,1,3
4763,4,2574,13,1,2
4764,69,2574,13,1,0
4765,2,2574,13,0,26
4766,19,2575,13,1,5
4767,74,2575,13,1,1
4768,17,2576,13,1,4
4769,89,2576,13,1,3
4770,39,2576,13,1,3
4771,22,2577,13,0,15
4772,23,2577,13,1,2
4773,75,2577,13,1,6
4774,92,2578,13,0,24
4775,27,2578,13,0,11
4776,67,2578,13,1,3
4777,23,2579,13,0,12
4778,62,2579,13,1,4
4779,44,2579,13,1,5
4780,45,2579,13,0,13
4781,39,2580,13,1,0
4782,45,2580,13,0,6
4783,30,2581,13,1,4
4784,70,2581,13,1,1
4785,93,2582,13,1,3
4786,33,2583,13,0,15
4787,95,2583,13,0,18
4788,9,2584,13,0,8
4789,61,2584,13,1,3
4790,97,2585,13,1,3
4791,69,2585,13,0,12
4792,59,2586,13,1,1
4793,67,2586,13,1,0
4794,45,2586,13,0,23
4795,25,2586,13,0,10
4796,59,2587,13,1,3
4797,68,2587,13,1,2
4798,81,2588,13,1,-1
4799,19,2588,13,0,19
4800,41,2589,13,1,7
4801,69,2589,13,1,5
4802,25,2590,13,1,4
4803,15,2590,13,1,5
4804,97,2591,13,1,5
4805,64,2591,13,1,6
4806,60,2592,13,1,7
4807,83,2592,13,1,1
4808,49,2592,13,0,19
4809,91,2593,13,0,15
4810,6,2593,13,0,13
4811,25,2594,13,1,-1
4812,6,2594,13,1,0
4813,32,2594,13,1,-1
4814,45,2595,13,1,1
4815,33,2595,13,0,13
4816,40,2596,13,0,12
4817,20,2597,13,0,25
4818,25,2597,13,0,18
4819,66,2597,13,0,21
4820,95,2598,13,1,-2
4821,52,2598,13,1,-1
4822,74,2599,13,0,27
4823,62,2599,13,1,0
4824,37,2599,13,1,7
4825,39,2600,13,1,0
4826,91,2600,13,1,1
4827,42,2601,14,0,20
4828,89,2602,14,1,-2
4829,25,2602,14,1,0
4830,88,2603,14,0,9
4831,76,2604,14,1,3
4832,89,2604,14,1,-1
4833,56,2605,14,1,0
4834,13,2605,14,1,3
4835,85,2606,14,1,1
4836,40,2606,14,1,2
4837,21,2607,14,0,13
4838,75,2608,14,1,-1
4839,43,2608,14,1,3
4840,58,2608,14,0,28
4841,51,2609,14,1,6
4842,19,2609,14,1,1
4843,42,2609,14,1,1
4844,37,2609,14,1,2
4845,55,2610,14,0,16
4846,74,2610,14,0,20
4847,91,2610,14,1,7
4848,94,2611,14,1,-2
4849,77,2612,14,1,-1
4850,73,2613,14,1,-2
4851,40,2614,14,1,5
4852,77,2614,14,0,16
4853,79,2615,14,1,4
4854,76,2615,14,1,4
4855,89,2615,14,1,7
4856,52,2615,14,1,-1
4857,81,2616,14,1,3
4858,40,2616,14,1,5
4859,46,2616,14,0,30
4860,3,2616,14,1,4
4861,55,2617,14,0,8
4862,89,2618,14,0,12
4863,78,2619,14,0,28
4864,2,2619,14,1,-1
4865,72,2619,14,1,2
4866,41,2619,14,0,30
4867,84,2620,14,1,-3
4868,27,2621,14,1,5
4869,1,2621,14,1,5
4870,92,2622,14,1,-2
4871,59,2623,14,1,5
4872,27,2623,14,1,0
4873,5,2624,14,0,4
4874,77,2625,14,1,0
4875,93,2626,14,1,0
4876,26,2627,14,1,1
4877,84,2628,14,0,11
4878,27,2628,14,1,2
4879,95,2628,14,1,4
4880,28,2628,14,0,16
4881,9,2629,14,0,26
4882,70,2629,14,1,3
4883,67,2629,14,1,0
4884,58,2630,14,0,16
4885,91,2631,14,1,1
4886,83,2631,14,1,3
4887,45,2631,14,1,-1
4888,65,2632,14,1,2
4889,99,2633,14,0,12
4890,54,2633,14,1,-1
4891,46,2634,14,0,17
4892,3,2634,14,1,3
4893,66,2635,14,1,-2
4894,32,2636,14,1,7
4895,72,2636,14,0,20
4896,22,2636,14,1,5
4897,27,2636,14,1,1
4898,29,2637,14,0,14
4899,93,2637,14,1,6
4900,16,2638,14,1,-1
4901,9,2638,14,1,-1
4902,72,2638,14,0,24
4903,85,2638,14,1,0
4904,78,2639,14,1,1
4905,73,2640,14,0,13
4906,7,2640,14,1,3
4907,72,2641,14,1,3
4908,81,2641,14,0,11
4909,46,2641,14,1,0
4910,1,2641,14,1,4
4911,86,2642,14,0,9
4912,96,2643,14,1,3
4913,58,2644,14,1,-1
4914,71,2644,14,0,11
4915,31,2645,14,1,1
4916,98,2645,14,0,18
4917,73,2645,14,1,0
4918,46,2646,14,1,-2
4919,82,2647,14,0,26
4920,37,2647,14,1,2
4921,90,2648,14,1,0
4922,76,2648,14,1,3
4923,63,2649,14,0,4
4924,65,2650,14,1,4
4925,3,2650,14,1,1
4926,1,2650,14,0,28
4927,42,2651,14,0,17
4928,14,2652,14,1,1
4929,11,2653,14,1,-2
4930,18,2654,14,1,-2
4931,64,2655,14,1,1
4932,96,2656,14,0,10
4933,44,2657,14,1,1
4934,85,2658,14,1,3
4935,36,2659,14,0,16
4936,17,2659,14,1,-1
4937,97,2659,14,1,2
4938,54,2660,14,0,18
4939,77,2660,14,0,22
4940,93,2660,14,0,14
4941,16,2661,14,0,25
4942,100,2661,14,1,-1
4943,14,2662,14,1,3
4944,17,2662,14,1,-2
4945,77,2663,14,1,5
4946,46,2663,14,1,2
4947,71,2664,14,1,1
4948,93,2665,14,1,3
4949,31,2665,14,1,4
4950,65,2665,14,0,17
4951,50,2666,14,0,8
4952,65,2667,14,1,1
4953,3,2668,14,1,6
4954,91,2668,14,0,22
4955,8,2668,14,0,26
4956,100,2669,14,1,5
4957,4,2669,14,1,4
4958,7,2670,14,1,4
4959,81,2671,14,0,5
4960,17,2672,14,1,5
4961,13,2673,14,1,4
4962,81,2673,14,1,2
4963,87,2674,14,1,-2
4964,100,2674,14,1,2
4965,35,2675,14,0,16
4966,10,2676,14,1,5
4967,9,2677,14,1,-1
4968,40,2677,14,0,30
4969,17,2677,14,1,3
4970,14,2677,14,1,7
4971,44,2678,14,0,28
4972,32,2678,14,0,26
4973,12,2678,14,0,28
4974,34,2678,14,0,14
4975,7,2679,14,1,2
4976,70,2679,14,1,-2
4977,84,2680,14,0,20
4978,97,2680,14,1,0
4979,96,2681,14,1,7
4980,94,2681,14,0,17
4981,97,2682,14,1,-2
4982,5,2682,14,1,-2
4983,57,2683,14,1,5
4984,11,2683,14,1,0
4985,30,2684,14,0,7
4986,50,2684,14,1,-1
4987,5,2685,14,1,5
4988,2,2685,14,0,26
4989,65,2685,14,1,5
4990,57,2685,14,1,6
4991,24,2686,14,1,3
4992,31,2686,14,1,0
4993,21,2686,14,0,23
4994,35,2687,14,1,1
4995,97,2688,14,0,27
4996,83,2688,14,1,5
4997,76,2689,14,0,30
4998,39,2689,14,1,3
4999,77,2690,14,1,5
5000,83,2690,14,1,2
5001,39,2690,14,1,5
5002,23,2691,14,1,-1
5003,3,2692,14,1,4
5004,30,2693,14,1,-1
5005,85,2694,14,0,10
5006,47,2694,14,0,8
5007,92,2695,14,0,18
5008,32,2696,14,1,1
5009,14,2697,14,1,-3
5010,30,2698,14,1,6
5011,56,2698,14,0,12
5012,99,2698,14,1,0
5013,96,2698,14,1,0
5014,31,2699,14,0,12
5015,98,2700,14,0,15
5016,56,2700,14,1,0
5017,79,2701,14,1,1
5018,56,2701,14,1,4
5019,69,2702,14,1,2
5020,95,2702,14,1,-1
5021,76,2703,14,1,0
5022,89,2704,14,0,18
5023,50,2704,14,1,0
5024,4,2705,14,1,5
5025,63,2705,14,1,0
5026,14,2705,14,0,25
5027,62,2706,14,1,2
5028,38,2707,14,0,15
5029,8,2708,14,0,3
5030,90,2709,14,1,7
5031,26,2709,14,1,3
5032,62,2709,14,1,3
5033,57,2710,14,1,1
5034,26,2711,14,0,29
5035,82,2711,14,1,2
5036,25,2711,14,0,28
5037,87,2711,14,1,7
5038,83,2712,14,0,12
5039,58,2712,14,1,3
5040,47,2712,14,0,11
5041,52,2713,14,0,11
5042,66,2713,14,0,25
5043,53,2714,14,1,-2
5044,85,2714,14,1,-1
5045,65,2715,14,1,1
5046,48,2716,14,1,1
5047,74,2716,14,1,1
5048,17,2717,14,1,2
5049,91,2718,14,1,-1
5050,58,2718,14,1,3
5051,47,2719,14,1,-2
5052,94,2719,14,1,4
5053,64,2720,14,0,29
5054,16,2720,14,0,25
5055,89,2720,14,1,4
5056,84,2720,14,0,18
5057,65,2721,14,0,11
5058,9,2722,14,0,11
5059,80,2723,14,1,0
5060,47,2724,14,0,10
5061,52,2724,14,1,2
5062,31,2724,14,0,21
5063,42,2724,14,1,5
5064,74,2725,14,1,4
5065,83,2725,14,1,2
5066,14,2726,14,1,-1
5067,25,2727,14,1,4
5068,93,2727,14,1,0
5069,23,2728,14,1,6
5070,27,2728,14,1,6
5071,74,2729,14,1,5
5072,60,2729,14,1,0
5073,37,2729,14,1,0
5074,87,2730,14,0,18
5075,75,2730,14,1,7
5076,100,2731,14,0,3
5077,95,2732,14,1,4
5078,4,2732,14,1,5
5079,100,2733,14,1,3
5080,89,2734,14,0,21
5081,68,2734,14,0,10
5082,56,2735,14,1,2
5083,30,2735,14,1,4
5084,59,2736,14,0,6
5085,56,2737,14,1,4
5086,48,2737,14,1,4
5087,35,2738,14,1,3
5088,11,2739,14,1,0
5089,15,2739,14,0,11
5090,88,2740,14,1,1
5091,37,2740,14,1,2
5092,34,2741,14,0,11
5093,88,2741,14,1,5
5094,53,2742,14,1,-1
5095,54,2743,14,0,9
5096,22,2743,14,1,-1
5097,96,2744,14,0,5
5098,95,2745,14,0,25
5099,61,2745,14,1,0
5100,9,2745,14,1,5
5101,53,2745,14,0,17
5102,57,2746,14,1,2
5103,61,2746,14,0,27
5104,68,2746,14,1,1
5105,88,2747,14,1,-2
5106,24,2747,14,0,7
5107,88,2748,14,1,2
5108,56,2748,14,1,2
5109,11,2748,14,1,7
5110,68,2749,14,0,19
5111,46,2749,14,1,0
5112,85,2749,14,1,5
5113,77,2750,14,1,-1
5114,71,2751,14,1,3
5115,40,2751,14,1,-1
5116,57,2751,14,1,2
5117,83,2751,14,0,27
5118,67,2752,14,0,10
5119,98,2753,14,1,4
5120,64,2753,14,1,0
5121,44,2753,14,1,6
5122,38,2754,14,0,12
5123,4,2754,14,1,4
5124,79,2755,14,1,-2
5125,40,2755,14,1,3
5126,55,2756,14,0,24
5127,74,2756,14,0,18
5128,27,2756,14,1,-1
5129,58,2757,14,0,12
5130,95,2758,14,1,0
5131,64,2758,14,0,19
5132,11,2759,14,1,1
5133,38,2759,14,0,7
5134,27,2760,14,0,14
5135,76,2761,14,1,3
5136,76,2762,14,1,0
5137,77,2763,14,0,20
5138,5,2763,14,1,0
5139,70,2764,14,1,1
5140,1,2765,14,0,24
5141,7,2765,14,1,0
5142,29,2766,14,1,5
5143,57,2767,14,1,1
5144,7,2768,14,1,-1
5145,42,2769,14,1,7
5146,24,2769,14,1,4
5147,100,2770,14,1,-2
5148,7,2770,14,1,2
5149,34,2771,14,1,3
5150,22,2772,14,0,28
5151,52,2772,14,1,0
5152,65,2772,14,1,2
5153,99,2773,14,0,18
5154,70,2773,14,1,0
5155,70,2774,14,1,3
5156,92,2775,14,0,12
5157,66,2776,14,0,11
5158,69,2776,14,1,5
5159,42,2777,14,1,4
5160,98,2778,14,0,17
5161,20,2778,14,1,-1
5162,27,2778,14,1,7
5163,75,2778,14,1,5
5164,20,2779,14,0,12
5165,95,2780,14,1,-2
5166,56,2781,14,1,-2
5167,12,2782,14,0,28
5168,63,2782,14,1,5
5169,34,2782,14,1,6
5170,7,2783,14,1,-1
5171,9,2783,14,0,13
5172,12,2784,14,1,-1
5173,100,2784,14,1,5
5174,42,2784,14,0,15
5175,84,2785,14,0,10
5176,51,2785,14,0,17
5177,93,2786,14,0,21
5178,1,2786,14,1,7
5179,81,2787,14,1,-1
5180,6,2787,14,1,-2
5181,96,2788,14,0,21
5182,85,2788,14,1,4
5183,83,2788,14,0,13
5184,84,2788,14,0,24
5185,63,2789,14,1,2
5186,98,2790,14,1,0
5187,43,2790,14,1,7
5188,34,2791,14,1,2
5189,94,2792,14,1,0
5190,35,2792,14,0,13
5191,17,2793,14,1,2
5192,78,2794,14,1,3
5193,82,2794,14,0,11
5194,68,2795,14,1,1
5195,67,2795,14,1,4
5196,55,2795,14,0,10
5197,2,2796,14,1,4
5198,29,2796,14,1,-1
5199,7,2796,14,1,2
5200,41,2797,14,1,4
5201,62,2797,14,0,18
5202,98,2797,14,1,0
5203,77,2797,14,0,30
5204,49,2798,14,1,5
5205,25,2798,14,1,0
5206,6,2799,14,1,3
5207,86,2799,14,1,-1
5208,14,2800,14,1,1
5209,51,2801,15,1,-1
5210,14,2801,15,1,6
5211,30,2801,15,0,13
5212,32,2802,15,1,4
5213,67,2802,15,1,6
5214,94,2802,15,0,11
5215,52,2802,15,0,14
5216,2,2803,15,1,4
5217,20,2803,15,0,10
5218,57,2804,15,1,-1
5219,42,2804,15,0,15
5220,50,2805,15,1,7
5221,22,2805,15,1,7
5222,18,2805,15,0,23
5223,80,2805,15,1,3
5224,33,2806,15,1,-1
5225,77,2807,15,0,27
5226,44,2807,15,1,0
5227,1,2807,15,1,4
5228,39,2807,15,1,4
5229,50,2808,15,0,7
5230,14,2808,15,1,2
5231,86,2809,15,1,3
5232,74,2809,15,1,2
5233,81,2810,15,1,-2
5234,14,2811,15,1,1
5235,94,2812,15,0,9
5236,91,2813,15,1,3
5237,31,2813,15,0,26
5238,26,2813,15,1,3
5239,48,2814,15,1,3
5240,32,2814,15,1,1
5241,81,2814,15,0,27
5242,44,2814,15,1,4
5243,59,2815,15,0,22
5244,84,2815,15,1,4
5245,78,2816,15,1,1
5246,90,2816,15,1,-1
5247,80,2817,15,0,18
5248,52,2817,15,1,-2
5249,29,2818,15,0,3
5250,91,2819,15,1,0
5251,69,2819,15,1,7
5252,15,2819,15,0,13
5253,13,2820,15,1,6
5254,22,2820,15,1,-1
5255,46,2820,15,1,1
5256,29,2821,15,0,21
5257,69,2821,15,0,20
5258,64,2822,15,0,4
5259,99,2823,15,1,4
5260,69,2823,15,0,28
5261,8,2823,15,1,-1
5262,85,2824,15,0,17
5263,82,2825,15,1,-3
5264,78,2826,15,0,20
5265,86,2827,15,0,12
5266,100,2828,15,1,3
5267,93,2828,15,1,6
5268,97,2829,15,1,0
5269,43,2830,15,0,17
5270,11,2831,15,0,16
5271,100,2831,15,0,7
5272,10,2832,15,0,7
5273,23,2833,15,1,0
5274,93,2833,15,1,4
5275,51,2833,15,1,-1
5276,3,2833,15,0,23
5277,10,2834,15,1,3
5278,16,2835,15,1,0
5279,67,2835,15,1,4
5280,57,2836,15,0,11
5281,5,2836,15,0,9
5282,53,2837,15,1,4
5283,6,2837,15,1,-2
5284,28,2838,15,0,6
5285,22,2839,15,0,19
5286,28,2839,15,1,-1
5287,82,2840,15,1,0
5288,55,2841,15,0,13
5289,14,2842,15,1,2
5290,21,2842,15,0,19
5291,69,2842,15,1,4
5292,18,2843,15,1,0
